"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on May 5, 2023","Brianne","yes","yes","Didn’t work like it said","I really wanted this to work as it says but I didn’t notice a difference in the time they recommended you use it. So for the money I didn’t reorder. It seems to have worked well for some. But not for me unfortunately. The ingredients are known to be good so I didn’t give it too low a rating",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2IUHHU4ZXXU4P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 26, 2023","Alvin NV","yes","yes","Slow process","I been now half of the pack and dont notice any help for my both hands joints and elbow. Might need another pack? Don't know...but now I'm talking this with two ibuprofen and start to feel better. Is the mix of both products?  Or just the ibuprofen?",3,"-","-","https://www.amazon.com/gp/customer-reviews/R22BRV11DPXUK3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 7, 2023","azartlady","yes","yes","Maybe working - on second 30 days","9./7/23 I have arthritis and I am feeling it in my hands.  I hope this product will help so I decided to try it for 90 days.  I started my second month, so far I have not noticed anything.  Will update",4,"-","-","https://www.amazon.com/gp/customer-reviews/RN78F9L3XFQRM/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 23, 2023","OHBabs","yes","yes","On week three and I think my knees are improving.","I have arthritis in my knees and bone spurs. Thus far I am noticing an improvement. I also suffer from hyper mobility so I have to be careful I don’t over extend my knees. I use a walker to get around.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2C6W9FKZRJNU3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 8, 2022","dakotabAW","yes","yes","Only thing which helped my husband's knee pain","I have had my husband try so many products for knee pain, and this one works the best for him.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1AP7ZV7L09B62/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 21, 2023","Jim","yes","yes","Despite skepticism it worked.","After months of worsening chronic hip pain I went to the doctor.  The X-ray showed no fractures and he recommended steroid injections into the hip joint to reduce pain and inflammation.  I was open to anything that might help short of needles being poked into my hip.Hoping but not believing, I tried this product.  Krill oil is suppose to be good for a lot of things and at least wouldn’t make the condition worse like steroid shots.  Steroids work by suppressing the immune system and have a lot of side effects including causing insulin resistance.Something this simple just couldn’t be more than a minor help, but IT DID WORK.  In three weeks of daily use the chronic continuous pain and acute positional pain is gone.  It may not prevent long term joint degradation but it definitely prevented sharp needles being poked into my hip.  I’m more than happy to see if it is a long term solution too.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RR9EOK2AD6IX9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 27, 2022","Sarah Fay Stier","yes","yes","Even tastes good to s Willow pill and works","My knee was giving me serious issues. I tried this product, probably because of the photo on the box and my relating to the knee. There’s so many options out there and I try to find ones that offer unique ingredients compared to others. I started taking one pill a day and after 3 days I noticed the pain and flexibility improving. After a week and up to now things keep going better for my injury to where some days I don’t remember it was there. I’m very greatful to found this supplement and aleady have recommended it to friends.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R36UKRD0JNZRJU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on May 26, 2020","Carmen Green","yes","yes","It does work!!","Okay! I NEVER leave a review unless is positive. No! It DOES not take 7 days! No!! It TOOK 12 HOURS !! Yes, you read right! I am very active, I have Plantar F issues on one foot., and... I had shots of Euflexxa on my left knee due to some meniscus problems. Well... my knee ‘crack’ and some pain and stiffness was going on. Oh my God! It took ‘only’ 12 tiny, little shirt hours... and I noticed the difference ! Okay I keep being active! Guess what? Today during my Strenght training... oh boy! L o u n g e s !!! Yes!! Without any problem! Bless the person who came with this miracle supplement!! Oh! As an icing on the cake: no ‘glucosamine ‘ nor ugly Magnesium Sterate! Wow!! God Bless you all! And God Bless America!! 🙏🏻🇺🇸",5,"-","-","https://www.amazon.com/gp/customer-reviews/R14ZTJ9FDOGU5L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 12, 2023","mrs H","yes","yes","High expectations to low results","Waited for 10 days to see a result????Not much improvement so far.Ingredients are very good but this product should be an add on to glucosamine, MSM and Chondroitin.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1VRTS6M2B5FI8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 12, 2023","Rachel","yes","yes","Seems to be doing ok","I have just begun to take them less than a month. So far, they seem to be helping my knees.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2E9LQA28B4WY9/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 10, 2022","Jorge Rodriguez","yes","yes","Las mejores tabletas para los dolores de articulaciones","Para dolores en la rodilla y espalda baja",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZMJPXLDP23QL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 15, 2023","Roberta Griffith","yes","yes","Works pretty well","It helps ease my husband’s joint pain better than other products he has tried",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1MLLSJIK47T6X/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 23, 2023","James Smith","yes","yes","Seems to really help","My hands and neck are always stiff and sore . I decided to give them a try . After taking them for about a week I noticed the soreness was lots better. I believe they do make a difference . Just ordered some more .",5,"-","-","https://www.amazon.com/gp/customer-reviews/R22W8TIDEW0AUJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 6, 2023","AL","yes","yes","Its WORKING ! Wow !","I don’t know what could help with chronic pain in joints. In case such as arthrosis but this magic pills really works. Unbelievable!! 1-3 days when use it’s like more better , than 3-7 days  like become worse , but then it’s maximum kill pain and ways where it’s come from. And try to heal your pain in any joint in the body. It’s WORKING!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RJ1PQXY3B00SR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 6, 2023","Bombonaus","yes","yes","Works!!!","I was taking his until I got sick and had to suspend because was taking lots of medications and didn’t want to lose the effect on this, I felt they were working but would have to try again and buy them, although they are expensive now and can’t buy them now. But it’s definitely a great product, would absolutely recommend using this.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1138S069A39YH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 14, 2022","N Evans","yes","yes","Osteoarthritis pain gone","Shocked. Have been taking Chondro / Gluco / MSM combo 3x a day for over a year. Now I take one of these a day and  it works just as well. PLEASE do not stop making this. It's the only thing standing between me and a hip replacement at age 49!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1X8RUSX1GCQFL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on August 4, 2023","ChavitoChavito","yes","yes","En realidad  son muy buenas","Ami me, dolian , las rodillas  mientras estaba trabajando, o cargaba un poco de peso  llevo ya como 15 días tomando una pastilla  diaria  y de verdad si que me esta ayudando  mucho siento la diferencia,  las recomiendo  de verdad 👍",5,"https://m.media-amazon.com/images/I/71noQtAHe1L.jpg","-","https://www.amazon.com/gp/customer-reviews/R37NBURZOB45E8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 4, 2019","200 Fingers & Toes | Chasing Our Dreams While Chasing Our Kids200 Fingers & Toes | Chasing Our Dreams While Chasing Our Kids","yes","yes","Being proactive to protect and strengthen joints","I love having an option to help my athletes stay strong throughout the season. Sports are hard on the joints and cause excessive ware and tear, so I want to a product that can help their body heal faster and maintain good joint health in the preseason. After a minor injury I began looking for joint care product for my wrestlers and Flexuron Joint by Purity Products was recommended to me. They are staying strong and flexible and are ready for the season, with no lingering discomfort.",5,"https://images-na.ssl-images-amazon.com/images/I/71QWcFMWTAL.jpg","-","https://www.amazon.com/gp/customer-reviews/RNW1LAXX50OA7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 13, 2023","kelly","yes","yes","Didn't work","Was hoping this was going to help me with all the positive reviews that I read.  My knees continue to hurt me and have not changed a bit since taking this medication.  I'm almost done with my supply, and I will not be purchasing it again.  Will have to try something else.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R13YITOFS99XUY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 16, 2019","faye l yates","yes","yes","??","It's hard to say. I have three types of arthritis and massive joint damage from injuries.  I also take large amounts of Turmeric.  I'd say it is helping because I am still functioning and able to do my daily work.  To years ago that as very doubtful.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1VTDKO5UWEUTD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 5, 2023","Patricia K.","yes","yes","Flexuron","I like the small size of the pill.  I have tried other similar products but have difficulty swallowing large pills.  I have only used the product for 3 days so I cannot yet judge it’s effectiveness.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1NKIYG0QQ8YPX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 13, 2023","Sheldon18","yes","yes","Flex review","It’s a good product",4,"-","-","https://www.amazon.com/gp/customer-reviews/R39O1DNFB974TX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 5, 2021","Anne Smart","yes","yes","This product has helped my osteoarthritis","Easy to swallow and digest. I feel it is helping osteoarthritis symptoms. I trust Purity and have used other products for many years.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RKY8KN4BYKS3R/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 22, 2020","Pamela l Frosos","yes","yes","Pain less in knees","On day 4 i started noticing...my pain in knees wasnt as bad. So i ordered another 2 months.. Also wear a tommycopper..",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2QPY29POHFCD2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 13, 2023","Maryellen Salerno","yes","yes","It’s a miracle!","This tiny gellcap has given me my life back! After tearing 2 meniscus I had steroid shots and 2 months of physical therapy. I could hardly walk so I was going to go a new doctor who specializes in knee surgery. Well, after just 2 days taking Flexuron I’m as good as new! It’s amazing.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RPJZD3YYYMBSG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 7, 2023","Amazon Customer","yes","yes","This product is life changing","I had terrible knee and lower back pain it limited what I could physically do.  After two weeks I am walking pain free.  I am amazed",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1V8JLWOVMCMOK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 1, 2023","Martha Chichester","yes","yes","Flexuron Joint Formula","Easy to take.  Goes down earier that other products I have tried",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3K20MZHLJCY0J/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 31, 2022","Retired Jake!","yes","yes","What a difference!!!","Just found a new way to spell relief. I have tried everything under the Sun for my knee stiffness and pain. Within a couple of day, I knew I was on to something?",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1KPRWZM851I98/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 3, 2021","Mark","yes","yes","It’s A Miracle!","I messed one knee up when I was 19 and tore my ACL on the other knee 30 years later (I had no insurance at the time, so I just dealt with it) -  I work 60 to 80 hours/week walking on concrete, and my knees were killing me every night;  I started taking Flexuron and within a couple days, my knees were better, I had more energy and I took off my knee sleeves and haven’t worn them since!  It may not work for everyone, but it may just be your miracle!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1MYNFSE6NTI5Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 24, 2022","Stacy Small","yes","yes","Really helps with my joint pain!","I have lupus and have pain in my joints. These pills make a huge difference in the way I feel. I can always tell when I run out and forget to reorder on time because I will be hurting for several days until it gets back in my system. I hope to always have these available!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R23LHMO35LCN4E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 1, 2021","Kay H","yes","yes","Flexuron Joint Formula works wonderfully.","These are easy to swallow with no after taste.  I had to stop taking them due to a scheduled surgery for seven day's prior.  Within two day's I noticed my upper body arm and neck pain starting to worsen.  I can't wait to get back on them.  Glucosamine didn't do a thing for the upper extremities.  These worked wonders for me.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39TB4GQ4ML2HG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 16, 2023","luciano giovani greco","yes","yes","Absolute trash","Purchased this product, as it promises inprovement in 7 days. I used it for 2 weeks. No change at all. I reached out for a refund since it didn't work. Amazon told me to reach company directly. Company told me to go through Amazon. Now amazon says non retunrable/refundable. Don't waste your money.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3TCGNJ87JAA2E/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 15, 2023","michael murtha","yes","yes","Doesn't work at all","Used product for full course no pain reduction at all. Gave it one star because I couldn't do review without a rating, 0 stars if I could!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1SUSTCZKT3DDW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 31, 2023","Cynthia Frank","yes","yes","Disappointed  😞","I had hoped this would be the one!  Flexuron ...... My knees are a major pain to me daily! I've had cortisone injections, 2 different type of gel injections with physical therapy. Nothing worked, yes a few weeks of no pain was great. But, the pain always comes back. Tried flexuron took as directed and it doesn't even touch the pain!!!!  Don't waste your money!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R245H2W7HMZXZA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 26, 2023","Johnnie ","yes","yes","Relief","This product did nothing for me and I used it for three months.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1RZU95HZLHNL2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 20, 2023","Reese","yes","yes","It doesn't stop pain.","The product was supposed to be number one in pain relief. Aspirin or any other pain reliever is better than this product. I was using it for arthritis pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RR9PLAF3A36NF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 31, 2019","Sharon Schneider","yes","yes","Didn't work like I expected.","Not worth the price",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3Q5INGUZLOJKX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 26, 2019","rockyroad","yes","yes","Flesuron","do not like , does not work like description said it would.  Will not buy again",2,"-","-","https://www.amazon.com/gp/customer-reviews/RUE77QCPQHKAA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 15, 2022","Deborah Cook","yes","yes","May work for others but not me","Didn’t relieve the pain in my legs and knees. I hope it works better for other people",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2V5XR77LTFI9K/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 29, 2022","Amazon Customer","yes","yes","Jury still out","The jury is still out regarding the effectiveness of this product. I’ve been on it for 15 days. Willing to try anything!",3,"-","-","https://www.amazon.com/gp/customer-reviews/R1WXTHV7EHFULG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 6, 2020","Liz","yes","yes","Giving It A Chance","I’ve been using this for 4 weeks now in hopes I can get relief from the stiffness in my knee but honestly I don’t feel any difference.I’m giving this 3 stars because I want to give it the benefit of the doubt so I will control use it cause it does seem to work for many",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3GA48WF53NNI4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 16, 2019","Bubba louie","yes","yes","Satisfaction","Couldn’t really tell a difference",3,"-","-","https://www.amazon.com/gp/customer-reviews/R8Z8OSBW7P9I6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 7, 2020","Donna Bergeron","yes","yes","Relieved my pain","Flexuron really helps my joints. Only takes a few days to start working. I have tried going without it and had to restart taking it after a couple of day so I highly recommended this product.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RNUVU619COVVG/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 22, 2020","Richard T.","yes","yes","Small pill, no bad taste","It's probably too soon to judge the efficacy of this product, as I've only been taking it two days. The pills are much smaller than others in this category,  and there's no taste I can discern. I am pleased so far. I've been taking Glucosamine and Chondroitin with MSM for some time, but lately it doesn't seem to be working. Maybe I'm getting old.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2CA7QJ1F2E6CO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 30, 2023","tj","yes","yes","Amazing","This medicine truly works !!!!! I’ve told lots of people about it after I have used it. A family member told me about it.  I’ve used it ever since.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3U9B0SGS9JLX8/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 25, 2023","Kindle Customer","yes","yes","It really works","Knee swelling and pain. Felt the difference after 1 week in a way that i am not moaning and groaning while climbing the stairs.  Not sure if it is better than glucosamine but the size of the capsule is way better if you have trouble swallowing large pills and that was another plus for me",5,"-","-","https://www.amazon.com/gp/customer-reviews/RMW0HA2M84K0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on June 2, 2023","Rosalba E. King","yes","yes","Great Miracle product","Helped my knee pain. I was able to run for train without pain afterwards & next day.Also able to go up & down stairs without pain I had before.Taken product every night for about half a year. Really works. Rebuilds cartridge Thank you Flexuron!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1H5ZYDH0DUR0V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 2, 2023","Capital One Milesone","yes","yes","it works","I have used Glucosamine and Chondroitin for twenty years or so but have switched to Flexuron to help the pain and movement in my arthritic knees.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R179TCAUD5R4F3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 1, 2023","Lea Tilton","yes","yes","It works","I have had knee troubles for years. It's not a miracle it doesn't completely take pain away but enough to get through a work day. I am on concrete floor 10hrs a day",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3SRUBM5FQNQWA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 31, 2023","Chaz V","yes","yes","It WORKS.","After six days I feel like a miracle has happened.  This product delivers where others fall short of claims.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1DQTRP87EAXAA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 8, 2023","Valerie Bober","yes","yes","It works great","Glucosamine didn’t help me with joint pain but this started working in about a week",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1M9AVWV2C5HIS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 22, 2023","renejade","yes","yes","It actually witks","I was very very skeptical about trying this, really expected to be disappointed. However, in just over 3 weeks I realized there was a marked improvement in my stiffness. It’s not perfect or totally gone, but certainly better! I plan to keep taking it and hope for even more improvement.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R39K7RUYOUA5V0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on February 22, 2023","Laughing Princess","yes","yes","It works great!","It really helps my joints. I take I in the morning and one at night.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R12BE8OB16YM2W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 13, 2023","Charles Klinger","yes","yes","Works for me","Great stuff , works great fir me been using for 6 months walking like a teenager, very happy",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2XH0K37BE7VCU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 11, 2023","petergay","yes","yes","Awesome product!!!","I use to have a lot of knee pain during my workout as I lift heavy weights and since I started this product I don’t even need to use my knee support as often, some days I totally forgot I used to used my knee band!!! Love it!!!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2DOXZ0C8GEWO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 7, 2023","island girl","yes","yes","Product helps with knee pain","I have been on this product going on 2 months and after a week I noticed changes to my knee and less pain. This product absolutely works on helping your knee pain and I been able to walk without having to use my knee brace.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3OAROD64T0Y3S/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 11, 2022","JCrew","yes","yes","Great Product","When I first took these when I worked at the Post office. Because of the walking and climbing,  these worked like a charm. Unfortunately my body becomes immune to products after about 3 months.  Good luck!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R14YX2BZHCKR0M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 14, 2020","Francesca J.","yes","yes","Very disappointed.","All of the pain that I had relieved from my previous supplement returned. After reading reviews I thought this would take me to a more pain-free life. Didn’t happen. Very disappointed.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RWOGGH2L2J81G/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 13, 2021","Susieb","yes","yes","It relieves pain","I was hoping that this product would give me pain relief for both of my knees.  As always we never know until we try.  I can honestly say for me after two weeks a huge difference.  I do not have pain in my knees, at this time, which still I find unbelievable.  I have been using Flexuron for 4 or 5 weeks, take one tablet daily, I will continue to use this product.  My advise is to try them for yourself.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RU0C4D8Z8HLN5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on July 3, 2020","rephil","yes","yes","it's alleviated my intermitten hand and arm joint pain","As a long time bowler I frequently woke up with related hand, fingers and arm joint discomfort, The pain came after years of using a 16lb. bowling ball with finger tip grip unlike the bowlers of today, some of whom use a two handed method of ball delivery. As of today after a full week of 2 a day Flexuron my bowling pain seems to be gone.Personally I don't care for the sweet  but pungent smell the capsules emit but it is only for a short period of time untilit is taken and washed down (quickly). All in all it appears that Flexuron, in my case, works as indicated for total joint comfort. In case it matters I will be 75 in September.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R13S1GHW18LEH7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
